gene_code,T_cac14,T_cac5,T_cac10,T_cac13,T_cac16,T_cac4,T_cac9,T_cac8,T_cac3,T_cac6,T_cac2,T_cac7,T_cac11,T_cac12,T_cac1
ENSG00000164294,338.71147,24.1288,373.28289,92.231,75.99994,126.52137,178.26118,455.4083,290.3419,76.7109,509.18897,301.34075,376.654,172.45772,559.26408
ENSG00000065534,7167.12197,1727.0898,4244.504,1326.8378,4469.624,4522.34499,3802.19195,6463.16871,4861.38372,2701.893,12154.47753,4377.651,2143.3878,3249.8319,6601.565
ENSG00000073711,819.438,167.9998,1025.4286,599.99952,669.0003,536.9131,573.3803062,813.5115,599,166.00003,1699,322.00005,938.0002,625.52654,1056.3868
ENSG00000183153,19.9033,46.532,14.15078847,18.75303177,63.3813,42.88306218,43.6688,16.45,35.51955195,29.4743,17.3293,47.8652,64.3597,58.3964,31.5128
ENSG00000271271,0,0,1,0,1,0,0,0,4,0,4,0,0,0,0
ENSG00000180433,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
ENSG00000026652,225.8649,164.85282,179.10693,71.71445,80.43306,169.6845,137.57276,248.45201,198.93481,56.9688,486.03957,189.2587,80.41492,140.7434,454.10331
ENSG00000187151,1,0,0,1,1,0,0,1,3,0,0,1,2,0,2.000003
ENSG00000085382,295.01981,90.88733,331.33725,320.89084,388.16976,217.7201,257.5112,412.8474,341.5344,148.93141,561.1575,352.1884,313.89483,459.9772,357.0978
ENSG00000081277,307.9123,74.5219,237.8144,49,122.7333,117.5169,89.4829,239.0558,88.42889,28.0000204,138.4815,20.99996,32.00004,10,451.416
ENSG00000069956,983.823,254,1862.45,1315.9,944.65,796.912,1021.68,1559.52,1122.52,726.826,1609.71,1628.85,965.956,1283.72,2485.82
ENSG00000106780,1005.0002,292,637,444,758,570.145,490.0984,671,564,299.9999,741.9997,638,469,871,1122
ENSG00000168477,1243.15233,176.5818,481.1160004,570.2126001,195.566,2535.7489,360.001,600.252,1101.125939,358.5812162,1251.80089,831.48906,1064.76157,1810.630797,370.488
ENSG00000173898,2301.65624,1940.1172,3412.65621,1836.64585,3757.64892,4566.76785,3401.7692,1166.2633,3184.16408,794.7115,1991.30845,1041.80723,1584.838,388.3193,2256.11859
ENSG00000273079,1339,1192,1147,703,1386,800,1130,1623,357,40,532,60,923,563,2113
ENSG00000152601,2816.678146,810.40636,3273.91503,2615.66316,2976.28208,2468.47066,2847.53835,2893.16245,2786.21995,1500.43862,3779.49668,2593.17245,2661.957735,2852.97756,4111.70197
ENSG00000153898,450.532,23.7699,76.5308,138.589,29.7569,76.803,82.7355,233.7083,323.243,91.9006,278.073,133.94,31.8195,75.7627,52.6503
ENSG00000148942,0,0,0,2.72474,1.43543,1,12.79338,8.16787,2.04989,6.61174,1.40183,2.76618,4.527358,0,8.52403
ENSG00000185298,187.7236,279.3971,453.494,104.1797,409.799,375.413,332.506,107.3122,378.298,312.5744,139.8727,270.7237,223.7749,344.4216,439.3
ENSG00000091262,352.5698,147.0385,289.6804,185.50193,1362.82,333.1161,493.4493,71.964,259.996,600.7105,98.80919,322.0728,365.5425,289.5565,76.8127
ENSG00000072840,1059.114,428.0773,938.0049574,248.2418,363.0862,890.3878,706.781,1215.939,1000.295,256.6741,1628.651,791.3654,402.1474579,576.0068,1959.897
ENSG00000182870,6.761643982,1.401274,2,2.000464776,2.5,3.17807,3.03932,5.000004,3.8919733,3.5,4.000003,16.51862,1.06915,2,3.15872
ENSG00000079313,1987.62,1401.11,1609.11,794.169,2145.89,1863.05,1541.6,746.764,1473.47,914.289,985.749,1363.91,1212.14,1866.84,1341.26
ENSG00000272636,24.5726,9.66667,30.3333,34,15.6667,26.3333,23,30,17.2842,13,68.6863,21.3333,49.3333,101.667,20
ENSG00000153993,21.6207,1,39.9621,11,13.10832,22.30552,46.7163,104.0402,32.4475,15.10552,64.5234,29.6755,19.30027,12.24183,48.3453
ENSG00000109184,227.24153,23.33611,229.61644,174.26832,236.846854,120.4991673,242.02849,311.5027,260.2704,144.117081,355.31756,185.072,147.83541,174.7384674,220.790233
ENSG00000128656,281.4166,27.74596,486.08096,101.8137,111.3592,215.55142,229.44389,313.9019,218.57541,171.66317,668.7904,285.83721,210.58839,331.15309,473.530187
ENSG00000151093,170.893,32.7729,209.064,243.534001,266.381,125.429,167.391,162.4246,170.06173,37.43250004,260.29,217.28,124.09,211.2660014,150.17562
ENSG00000182674,46,107,6,44,3,2,8,9,4,8,23,5,7,45,12
ENSG00000219607,9,9,4,6,29,10,7,5,11,6,9,4,7,9,13
ENSG00000171505,0,1,8,2,1,1,20,3,0,7,4,1,53,8,5
ENSG00000183036,128.924,160,424.164,21.7208,38,41.7001,198.401,22,10,0,103.963,0,0,0,47.6443
ENSG00000053501,265.89198,156.95274,257.17499,186.39582,304.6245,223.32858,313.1172,186.757,217.59873,165.7535,241.97169,251.44715,194.44899,193.9749,210.2825
ENSG00000256500,197.048,58.5775,294.413,158.39,328.162,189.898,201.752,192.341,236.942,204.548,204.847,304.364,194.66,418.181,356.168
ENSG00000110484,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000141837,78.25949,152.05673,62.6736,31.31067,47.63854,79.538491,71.13525218,83.682,98.22783,73.41018,114.0414,73.64018,79.36057,409.3105,108.84108
ENSG00000104147,68,91,176.00046,76,152,131.00019,89.99995,97.99999,88.99999,73,57.99999,183.9999,186.00032,257,139.99997
ENSG00000164508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181218,141.783,253,154,72.0906,281.079,292.149,122,56,178,151,83,167,101,309,173
ENSG00000184144,4.04206,0,0,0,4.04508,0,2.05493,2.14082,0,1.93286,2.18882,0,0,0,2.13675
ENSG00000164011,140.99998,92.99996,172.9999,92.00001,119.99997,186.00001,163.00007,133.99992,159.99999,66.00005,133.9999,126.99996,105.99995,144.00001,151.00004
ENSG00000173662,9,8,4.000001,3,4,13,1,6.000001173,5,2.000004,7,2.000001,7,6,6
ENSG00000100568,577.2175,178.43227,511.5979,367.0426,565.6005,454.0001,521.8163,496.3603,443.0429,354.3919,640.6363,467.8165,409.5611,536.2947,690.9978
ENSG00000078237,523.441,130.28,730.866,116.504,309.867,162.203,136.515,412.788,336.59,160.173,314.69,201.669,151.602,152.457,646.655
ENSG00000184402,366.5278,107.2722,297.7235,135.19673,780.8568,576.5806,352.3044,189.8295,401.7997,284.0766,223.3826,144.8701,168.1868,345.1648,347.864
ENSG00000198498,682.0505,177.97865,768.40323,574.80238,671.6954,473.62796,767.4691,452.85708,509.51552,203.23582,580.24461,451.69203,392.84941,617.4102,658.8443
ENSG00000184661,282.8445,516.16,446.943,430.08,795.065,208.7893,415.652,653.595,207.7159,143.5641,377.466,1041.507,432.203,863.516,487.101
ENSG00000179750,365.6538,10.6907,1371.2906,105.3246,806.2698,321.4254,237.651,226.147,385.3521,395.9934,268.0193,456.9335,371.7947,461.5933,3.0799
ENSG00000180357,2074.199,1341.026,2422.576,1865.2955,2111.574,2164.561,2301.995,2386.241,2223.3982,1548.201,2303.979,1613.895,1559.997,2508.17,3317.822
ENSG00000104964,1904.3941,650.10502,1007.8259,918.253,1560.1984,773.5183,1142.3459,1000.4448,1115.4715,779.9481,1472.5289,944.4315,481.3861,922.1729,1154.897
ENSG00000186088,1073.09579,128.949,525.97066,745.9053,406.2072,414.0416,468.059,468.8,753.1217,332.21297,635.6433,561.9309,306.2681,692.8819,869.505
ENSG00000071677,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101134,49,11,53.1035,7,18.00004,36.77836,31,118.1592,86.9398,12,92.492,39,20,27.985,133.2652
ENSG00000184451,16.16852,11.188265,18,12.07077,20.21065,15.10683,29.04545,16.02526,17.32742,20.17299,19.13572,9.17979,27.12064,32.65312,29.50389
ENSG00000059573,4654.93,1357.628,5420.14,2494.16,4232.247,4073.9,4675.64,3830.07,4835.7,2378.769,2838.31,4136.26,4516.9,4194.56,3516.29
ENSG00000163357,76.8322,17.2442,37.6267,18.3836,54.029435,13.6562,13.44286,11.06226,34.07660041,21.3327,14.635,17.09900006,18.99636,12.783,14.06800068
ENSG00000196428,1080.35375,383.3516,1260.07991,769.77809,1321.49088,1277.6416,1134.25555,935.93952,1320.46187,722.30943,1367.84733,674.28676,583.0912,974.95027,1770.18107
ENSG00000122786,22261.60995,9521.604625,18722.26376,2709.05431,10448.7161,16595.79301,11679.72506,23583.98326,16428.59493,7007.04979,39879.90371,11803.35409,6849.23098,9591.61792,29148.6979
ENSG00000197712,2948.097,387.9927,2365.908,1724.759,1878.312,1612.529,1727.773,2454.685,2522.984,1051.0873,3470.524,3399.754,1462.556,1844.13,3714.674
ENSG00000145819,3081.99998,525.30895,2885.187,2308.2543,2767.18941,1833.81286,1730.76983,1418.9818,2440.4678,1130.02358,2227.5088,1741.658625,998.462993,1595.2503,3516.1027
ENSG00000120437,657.9007,226.8804,1066.667,485.603,1003.309,795.172,1042.929,1184.21,1157.699,435.2514,855.6548,1649.039,995.608,1445.46,1265.701
ENSG00000185900,628.0005,419,528.0003,634.0001,459.0001,569,728,422.9998,512.0001,377.0003,489.9999,481,404.0001,615,341.9998
ENSG00000156603,181.3013,83.705,242.1093,149.026,218.0838,120.5842,211.4739,173.046,194.5171,73.2951,188.3416,190.8935,221.184,268.7505,289.0863
ENSG00000171855,2,0,3,0,3,3,0,1,1,3,0,0,0,0,0
ENSG00000187164,2872.082,714.9998,3507.847,2874.854,3691.135,2019.516,3424.216,2271.268,2418.798,2115.484,3083.868,2224.595,2800.248,2441.41,2938.564
ENSG00000147041,1718.001,50.000032,435,1071,185.0002,106,177,234,147,130,195.0004,371,60,19.9999939,1198
ENSG00000064961,1048.3525,860.5936,979.2244,658.40721,1163.8113,928.273,974.25204,625.41206,879.8884,548.24267,776.986,1202.6158,650.5802,941.6111,1000.02463
ENSG00000160221,953.66627,690.42155,933.1047,974.0626,794.7118,1045.7062,968.86,730.5130003,883.66576,401.8323,889.90989,1317.39612,838.82272,1364.3189,792.10062
ENSG00000166159,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000148215,40,13,13,8,21,16,31,7,17,14,32,8,8,14,26
ENSG00000169084,1441.087,321.69436,863.3445,697.017,738.5176,1091.7055,667.6176,1192.929,810.6791,594.4253,822.005,524.0135,762.5063,542.9199,1429.134
ENSG00000175348,812.0006,96,485.0001,384.0002,416,464.0001,413.9997,463.9999,396.99954,221.00034,649.99967,526,371.0002,453.0002,500.9996
ENSG00000213934,0,0,1.78116,0,0,0,3.20638,0,0,0,2.21823,0,0,0,0
ENSG00000179097,22,2,12,2,11,4,10,12,22,5,30,12,7,11,19
ENSG00000197213,4,9.21623,2.23813,2.02558,5.36566,2.46999,4.80748,9.15769,2.90963,6,8.21826,4.51471,7.60583,8.74553,5.67856
ENSG00000165985,20,10,65,55,81,23,34,24,58,7,48,49,54,85,7
ENSG00000172661,3909.8275,1292.3899,3007.828,3418.196699,4727.7619,2806.157,2956.7098,3836.4863,3270.9827,2445.286,3975.159826,3578.398,2968.934,4068.356,3235.489
ENSG00000171219,988.419,979.107,944,1061.49,2302.96,537.595,795.468,797.021,775.735,652.695,824.672,864.729,1131.14,1188.92,1341.11
ENSG00000162604,397.77629,51.758614,350.164228,237.939165,240.600547,191.07911,464.626551,201.01,414.822605,197.517374,350.338545,187.485413,247.571044,312.017073,264.399389
ENSG00000135040,2367.0035,477.0001,1854.0046,1597.0018,2143.9951,1107.0018,1886.9966,1835.9993,1701.0033,781.9999,2611.9998,1450.9984,1071.0023,1787.9998,2198.0023
ENSG00000172660,3865.908123,3253.630706,6134.45254,1174.357911,6105.829435,2494.779091,3685.09556,3480.950042,3686.98176,2523.727766,4115.796781,2076.46235,2066.24323,2265.20017,5031.107081
ENSG00000169045,2626.171218,2472.5602,5118.24873,2376.94025,3855.19475,2861.168645,3616.62308,3260.030865,2400.29293,1782.350756,2382.13766,2513.862737,2174.77661,2953.760963,4607.445403
ENSG00000173457,1539.7365,846.98786,2202.22967,678.0822,1743.117,822.49682,1449.33732,1922.59151,2574.03306,654.52233,1575.8986,1038.97743,901.3149,1080.97436,1553.1081
ENSG00000269026,105.68,34.4628,105.755,109.173,96.9295,85.6104,102.571,86.4592,105.526,54.4368,56.09,68.734,92.9542,153.972,202.235
ENSG00000242631,125.292,9.93682,54.3974,85.2319,102.767,47.4636,85.5772,95.9242,86.5078,52.5299,161.151,81.2795,19.6313,18.3735,75.289
ENSG00000196154,3015.244838,289.6384,1573.503,498.2886,610.1265,804.6092,2764.677,2613.752,1116.8323,385.3049007,1230.9428,1193.9968,380.306,708.6709,2874.8285
ENSG00000141338,387.4227,48.01918,217.0728,333.8936,165.5998,388.293,516.54,929.8348,340.3144,81.834,733.9946,140.7039,153.3743,243.95,202.06206
ENSG00000166037,657.1792709,125.82944,924.09845,783.7439,870.3773,673.235,702.1048686,827.33706,683.30309,426.2601315,828.60013,731.0801,652.4845647,749.6981187,694.5300907
ENSG00000105866,424.16998,82.159155,315.57429,469.73828,498.597,246.29592,391.463,352.84116,422.00242,239.328,430.37322,304.31044,273.75,635.884,507.83237
ENSG00000125780,66,1.19109,21,10,12,7,33,8.21007,4,27,10.5805,64,102,2,9
ENSG00000184588,458.17199,76.805536,655.70653,1215.67643,266.5567,915.0257,273.1011,979.31655,662.21558,363.7980419,1209.2478,481.68868,302.4927,394.1239,1276.4229
ENSG00000160505,0,2,1,33.99996,2,0,0,2,0,0,0,0,7,0,0
ENSG00000168939,60.0224,27,46.0485,64.0132,123,85,160.052,60.0268,66,34.0329,79.0139,35,38.0066,54.0279,47.0074
ENSG00000174564,44.12361,7.27887,21.74196,9.9612,7.38232,6.68212,5.31309,13.7927,28.2422,9.80858,23.71133,7.96195,9.49692,2.80475,15.1588
ENSG00000130283,40.3677,43,42.9026,20,5,33.6543,17,9,25,13,6.71439,20,40,33,18
ENSG00000128604,207.5352,42.41583309,111.26127,49.3559,126.34214,154.61366,73.93877,79.4587,119.96298,77.07221,71.3264,134.85128,125.99587,114.18923,192.2111
ENSG00000170962,150,24.00002,173.9728,172.0001,138.9999,118.889,107.9074,127,217.9999,196.8854,134.9999,187.9356,101,115.9322,134
ENSG00000182070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163626,350.6246,66.95615,371.1427408,157.88013,299.4951,160.78677,306.8663,189.909,221.9551,188.6312,210.3187,244.444,186.26186,314.0347,229.707
ENSG00000260861,18.0211,8.75795,14.10534,10.82,6.17899,16.2397,9.43173,17.20347,7.6403,12.7374,34.3915,32.45715,9.56122,9.39479,34.6849
ENSG00000151292,1401.5384,228.35233,2021.4981,1440.61117,1151.3155,840.19599,1349.58202,1326.7583,1486.86089,685.42283,1928.15644,1189.2749,880.55098,1451.07144,1657.93931
ENSG00000110025,108.700211,82.8747,136.7664,103.3945,267.9130001,146.3452157,274.1194,70.1916,81.76913,67.83653,92.3733,157.562,131.4679562,163.8626,122.2865
ENSG00000231924,1,0,0.198155,28.80747,0,0,0,2,0,1,7.78882,1.964339,6.23547,0,0
ENSG00000249240,176.684,161.535,283.654,86.1049,176.409,295.002,262.152,243.697,163.024,177.57,318.559,230.065,156.205,210.555,399.064
ENSG00000167772,18.695482,32.14089,83.0051,14.96582,42.4903527,150.9908324,38.8987295,41.82589,71.1424,21.3530106,40.8258197,18.5184,9.1612,39.8351,84.81039
ENSG00000143340,6.00402,1.015,5.01445,2.19227,8.01792,2.01078,3.01136,1.00287,5.01514,4.00935,5.01504,2.01016,2.01106,4.00337,7.01375
ENSG00000176555,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000255346,1.8019,4.99999931,3.98441,0.404431941,2.39238319,4.394970141,1.999997697,0,3.71351,0.13629,3.132242865,0,2.99999675,3.11945,7.3578
ENSG00000167613,35.89471,4.265202,10.317,12.47749,9.53879,69.13479,18.80219,30.60236,46.6378,45.32895,22.1525235,41.14832,40.56989,30.26475,46.68260986
ENSG00000204519,480.63027,205.256,416.14558,465.80632,439.0183,380.1499,441.2321,506.6478,354.1982,204.46371,434.41383,373.9849,325.25675,440.47054,603.457
ENSG00000181631,84,13,119,86,43,43,87,182,45,65,98,150,87,99,229
ENSG00000118762,1595.788,389.57087,1393.048,465.4131,960.72,1067.119,1127.41,1974.272,1496.548,649.161,2402.215,1394.443,991.489,1265.051,2705.589
ENSG00000107077,2020.4253,466.4254,1826.8315,2336.9579,3235.74591,1311.02774,1911.3971,2365.85382,3277.224501,1470.110091,2584.7652,2429.0304,1391.3286,1958.92645,2005.82253
ENSG00000103043,1618.8016,709.1076,1549.1412,948.3752,2225.6741,1454.3797,1350.9725,1371.64185,1645.7797,664.16738,1298.1888,1344.9126,921.1377,1388.0271,1661.44318
ENSG00000079134,230.7197,97.74737,446.6118,531.46687,304.7638,218.2851,432.9091,478.11428,298.68599,226.61802,348.06086,546.83291,384.02911,576.1546,626.4188
ENSG00000070061,2564.084,604.176,2116.502,2015.418,2944.87,1352.875,2200.978,2486.444,1652.7,1380.65,2465.034,1922.878,1587.591,1694.825,2189.562
ENSG00000126267,3467.00214,1447.999742,2525.0033,1610.9957,3384.9997,1892.99866,2455.005,3050.996,1514.00029,1235.0044,2672.0033,2666.99559,964.0001,2095.00081,4265.00352
ENSG00000112273,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0
ENSG00000261934,474.818,40.5422,194.66,78.0242,781.875,122.541,216.929,187.194,258.814,82.2547,297.67,99.0815,109.428,88.447,473.174
ENSG00000123892,23.00001,35,41,24.00005,50,48,31,42,21.99998,14,79,60.99998,127,43,54
ENSG00000179299,444.7595,114.4958,180.6526,642.161,586.803,195.7762,614.646,225.7032,208.1207041,31.5001,271.713,328.808,364.098,157.2607,153.1633
ENSG00000092931,649.61582,104.4594,978.62305,326.93744,418.52393,275.64952,533.77354,472.7244706,409.88367,273.7222,606.28162,560.8349,492.31461,417.6875,420.33465
ENSG00000174574,513.9965,178.99981,1008.9882,364.9996,506.98446,456.00014,745,659.95119,467.99967,393.9997,924.0196,498.0005,475.99941,583.9997,971.9977
ENSG00000100429,598.88813,250.78,346.59937,334.5418,1001.08,717.13546,540.627,162.74873,503.819,331.691,230.268,298.77659,412.19495,496.08979,509.97057
ENSG00000118197,1136.02103,104.99992,557.00021,542.9997,597.0002,440,572.99959,683.00043,756.00038,438.99994,782.99994,635.99925,618.00564,517.99955,663.0005
ENSG00000080298,651.00009,156.28408,842.00002,850.99959,788.00029,446.00039,1011.00041,834.99946,852.0008,461.00016,713.99987,496.00045,424.00048,945.99909,694.9999
ENSG00000109084,277.39168,91.057043,672.609617,142.06073,419.7792,316.1716,546.3702,220.13751,365.18174,223.0362,176.07116,351.72201,229.596392,499.1206,228.6344
ENSG00000160588,199.93309,22.2313,188.8455,154.59492,191.12478,192.35245,257.67638,181.8975,195.6424,157.19901,174.10965,73.00861,133.3233,126.58963,215.37651
ENSG00000175229,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166436,102.85183,65.1696,51.1904,140.74048,167.5942,113.9254,124.2299,69.53917,117.624,85.1626,142.0999,172.3372,55.6722,74.1846,49.26802
ENSG00000134853,783.81279,239.3769,1483.6806,273.5298,599.3524,653.21442,966.0463,922.6594,772.7066,666.8797,772.4881,907.8823,697.2371,941.1889,1433.10129
ENSG00000253537,364.088,24.5387,242.929,37.4516,561.543,80.6466,411.273,98.9151,342.268,17.333,162.808,47.4157,77.8625,55.46,162.715
ENSG00000052344,1199.4201,184.48052,1300.94235,418.8824,2830.4144,1329.0312,1246.39264,458.20797,1211.3225,867.2953,484.92284,691.4373,1008.59332,1293.95413,1070.95379
ENSG00000152611,1,0,3,0,0,1,2,0,0,1,3,1,0,2,2
ENSG00000158109,918.00004,521.99956,546,588,1214,825.99975,603.99987,874.99991,919,551,966,824,630,916,1030
ENSG00000127578,24.3868,21.6556,15.3375,6.6689,28.0549,24.3415,19.0212,2.02424,64.0154,23.0202,7.67877,17.9961,43.3472,22.0113,25.0543
ENSG00000204544,1.79911,0,0,1,0,1,0,1,0,1,0,0,0,0,0
ENSG00000163126,24.3306,6.76108,17.9332,8.00968,23.91022,15.0971,24.2757,19.95144,18.28359,9.51936,12.9073,11.5367,12.94226,22.37673,21.22796
ENSG00000160908,946.328,243.0944,594.562,731.343,723.544,597.321,610.95,655.188,896.102,558.356,801.685,594.062,395.252,701.974,810.834
ENSG00000155561,6692.13,1475.8024,7995.3872,4312.6727,4797.31,3465.7202,4509.12,4861.25,5317.5008,2989.0519,5182.23,5137.6695,3341.1978,4582.4525,5658.1033
ENSG00000134480,867.786,44.6154,829.4723,395.4914,548.95,205.8607,770.4898,498.7807,430.7214,257.66543,839.4664,319.9112,352.1332,489.2012,664.2225
ENSG00000177025,45,0,22,65,70,39,65,22,30,15,17,16,53,36,19
ENSG00000268423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268182,15,6,12,12,16.99997,14,11,4,6,12,8,4,3,24.99996,9
ENSG00000138073,1177.30165,530.81972,1071.40057,530.72169,1386.07673,1048.87293,1246.7552,635.08366,1094.12595,651.90147,735.5271,773.50028,774.57465,956.06938,1232.83915
ENSG00000104112,1.999999,10,7,6,1,1.999997,6,8,2.999996,55,12.99996,2,4,13.00002,3
ENSG00000133065,249,250,269.219,176,263.489,350.945,182,289,306.698,191.67,333.161,219.581,342.825,327.284,385.758
ENSG00000120738,2757,2312,6351,2570,4130,9124,5379,5032,6228,9149,8595,2506,5230,6857,5044
ENSG00000140836,8618.631,3087.473,6511.6656,4936.733,6524.0749,5875.982,6877.516,5353.4872,9474.734,5948.105,6092.329,5025.374,3709.18,6615.906,8827.041
ENSG00000203485,6412.3658,2941.9448,2698.2842,3388.0278,7310.8017,4135.8041,4953.5994,3143.5326,4124.4854,2227.82141,4113.5968,4676.2552,4509.2572,5109.1787,4593.2467
ENSG00000107669,3003.362471,712.00031,2568.17761,2428.9492,2662.9989,1803.99845,2720.996001,2412.9497,1883.2162,1219.3017,2766.9999,2259.9999,1374.64756,2644.99542,2243.99962
ENSG00000172725,1397.4004,1027.542294,1513.797229,949.5305228,2665.736,2540.288005,1651.9869,1075.245201,1808.185009,1004.549502,1572.6949,1623.272111,1106.889709,1623.920524,1957.1596
ENSG00000106772,9376.6852,1423.408511,2951.4778,10952.97412,8200.1745,3051.1655,1482.581586,5120.13675,2473.7679,565.22507,8659.97966,2723.205251,1379.9919,2003.967017,3594.440466
ENSG00000145808,16,0,24.2564,12.4514,45.8686,6.45039,27.3681,504.975,7.91724,1,24.9088,5,33.1018,4.52107,41.3808
ENSG00000188089,26.7372,4.26415,17.1916,6,57.4312,19,70.4259,2,29.0659,41.99999,18.00001,1,26.9701,2.152586,8
ENSG00000182551,1626.2441,677.00046,1663.2496,980.00038,1553.99883,892.9996,1077.19047,982.00309,888.37364,673.99984,1196.99646,946.00042,1122.99738,850.00003,1315.23051
ENSG00000181625,335.382,12.5679,504.803,262.77187,395.8909,44.6496,131.55419,663.887,217.906,59.2737,258.87388,501.922,276.206,105.03661,218.072
ENSG00000187474,163,50,183.0004,108,152.000001,196.9997,125,386,351,104,358,291,146,233,430
ENSG00000197321,15132.744,5039.797,9149.841,5313.4713,9320.3781,9576.461,4592.7025,12135.2465,10636.5296,4436.0811,22770.068,7381.5309,4469.9717,5051.5198,13752.8719
ENSG00000103061,183.3062,114.1638,221.8831,142.2937,338.8056,257.5679,207.8998,183.3626,254.1088,144.0419,179.7804,150.9917,161.953,183.5488,212.8658
ENSG00000188807,263.8015,329.0638,385.3043,160.5783,528.2372,566.5109,359.6019,194.5479,454.8027,230.6751,209.9945,219.0582,316.9936,549.2148,290.4248
ENSG00000162614,1475.37981,310.4384,1313.665,266.52929,566.55,793.47351,594.5408,1679.72158,1020.9605,357.9528,3302.146,1139.5527,468.9548,1006.543,1767.65
ENSG00000073417,664.086,37.362343,772.106,376.102,842.048,465.311,685.604,642.66,784.522,499.322,472.932,529.125,444.851,716.088,475.936
ENSG00000163132,39.9567,50.0665,3.78484,47.1495,83.7704,91.1524,153.392,35.8926,7.60601,9.01405,19.9957,21.4314,13.9011,41.6029,21.7407
ENSG00000213903,130.708259,79.38371068,80.93412,42.02701,116.98663,83.46044,99.83852,33.12603,124.08599,79.37199,130.6187492,102.84689,154.04952,68.15271,77.52792
ENSG00000145198,56.4234,135.5243,4.67281,12.68894,0,15.68893,0,12.446116,11.01774,4.97953,17.00003,10.0275,18.5269,38.4154,12.21095
ENSG00000251322,1373.0003,844,875.9996,382.0002,1387,1686,1030,842,1276,1112,1397.9987,1401,1189,1859.002,1538.000062
ENSG00000117335,10132.76574,1198.53396,7616.914076,4432.738431,3954.671772,2413.93253,4327.248,5567.442693,4082.2638,2443.940711,4082.432452,2573.140426,2575.253084,3296.32521,6609.07729
ENSG00000161558,83.98474,57.4451,93.74363,61.07230038,207.86982,88.1756,94.61111,55.28152,65.46853,31.96272,68.5746,96.30634,163.57572,95.12899,175.4693843
ENSG00000127241,183.22616,17.83021009,78.36949,8.158182,96.4907,80.32347,90.2912,121.5432,18.715289,44.9253,122.08377,114.8681,15.30947,80.2717,33.35183
ENSG00000102409,232,96,257.0002,92,292,263.9999,166.0002,328,209,94,487,167,120,127,353
ENSG00000174600,149.99964,52.0001,131.00032,119.00004,127,172.00048,107.99992,191.9996,140.99984,107.99999,142.00005,227.00004,142.99966,220.00036,214.00026
ENSG00000131095,5.2571337,1.00009,2,0,1.24E-07,2.064242,1.000000195,0,0,0,5,0,0,2,3
ENSG00000177710,18.4052,13.0431,7.97569,16.2049,6.49474,14.5752,16.8486,11.1463,11.8941,6.74908,4.83739,6.83445,19.4859,37.4618,24.7959
ENSG00000174740,36,17.00003,53,9,21,29,24,44,39,15.99996,63,33,20.99998,25.99997,82
ENSG00000172020,34.00001,7,14,1,11,13,21,52,35.99998,1,71,17.00001,7,4,27
ENSG00000170485,3216.1186,585.6217,2804.8967,1141.95935,2397.49633,1638.4806,1465.1567,1243.09026,1803.7151,625.65081,1780.17546,985.62156,548.31651,1341.7999,1966.7025
ENSG00000169994,12900.4828,3036.815,6241.307913,8418.1208,15952.7972,5774.8886,12492.72,5274.5065,6660.7758,5430.7099,6392.5185,8854.2576,8854.2347,9807.3634,7579.2376
ENSG00000197532,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000196497,52.27594479,144.691,113.616787,39.49850054,221.036,82.8564,32.47513856,23.80145268,62.1017002,37.81410714,46.9763,264.8505,11.7429,44.55680056,57.85031162
ENSG00000165916,3303.62476,1147.87715,3342.567,1365.9297,2810.94122,2077.5599,2052.03215,2223.1303,2412.85022,1097.86536,2721.19814,2821.17861,1517.0349,2442.26603,2676.86427
ENSG00000180549,2,3,3,4,4,11,12,3,2,15,2,3,8.57765,13,4
ENSG00000186350,1412.55529,484.437,764.291,716.484,3328.85,1168.49,1038.07548,822.385,1191.34,983.466,966.165,1103.56224,973.926,1675.73,1163.26
ENSG00000167759,20.078968,13.381,11,18.1636,2,7,0,15.27942,0,6,13.99995,7,2,0,43.439788
ENSG00000146006,458.721,62.2162,433.409,238.669,252.311,143.4165,330.668,325.332,276.976,112.6827,398.233,249.2915,228.289,222.97,395.892
ENSG00000135144,85.187,48.9234,42.0439,190.892,25.7642,34.1224,31.9463,85.0012,51.4362,26.5174,96.7333,47,57.6283,71.9826,127.189
ENSG00000112473,370.9986,200.52364,520.9799,166.6074,362.79551,337.7271,287.14573,345.6098,351.8366,211.96991,370.8784,506.3135,242.16523,465.37909,443.5451
ENSG00000244355,56.49072,0,105.0109,0.778752,72.05922,74.9262,234.6264,10.00462,80.9272,12.81401,9.29636,0.0927165,0.000837334,0,2.1844
